x,y,z,atividade
-0.20,-0.19,0.30,Digitando
-0.02,-0.13,0.78,Digitando
-0.10,-0.05,0.61,Digitando
-0.10,-0.15,0.50,Digitando
-0.07,-0.27,0.56,Digitando
-0.07,-0.34,0.65,Digitando
0.01,-0.13,0.47,Digitando
-0.11,-0.20,0.47,Digitando
-0.08,-0.05,0.57,Digitando
-0.13,0.05,0.69,Digitando
-0.06,-0.06,0.69,Digitando
-0.08,-0.08,0.53,Digitando
-0.07,-0.26,0.57,Digitando
-0.16,-0.11,0.51,Digitando
-0.17,0.00,0.45,Digitando
-0.10,-0.01,0.70,Digitando
-0.05,-0.10,0.54,Digitando
-0.09,-0.03,0.62,Digitando
-0.10,0.03,0.56,Digitando
-0.08,-0.18,0.77,Digitando
-0.11,-0.15,0.59,Digitando
-0.08,-0.27,0.72,Digitando
-0.07,-0.21,0.71,Digitando
-0.08,-0.07,0.52,Digitando
-0.07,-0.18,0.61,Digitando
-0.07,-0.14,0.59,Digitando
-0.09,-0.19,0.58,Digitando
-0.17,0.05,0.33,Digitando
-0.08,0.06,0.85,Digitando
-0.14,-0.52,0.66,Digitando
-0.11,-0.24,0.36,Digitando
-0.10,-0.12,0.46,Digitando
-0.10,-0.22,0.53,Digitando
-0.10,-0.33,0.57,Digitando
-0.06,-0.18,0.47,Digitando
-0.07,-0.25,0.55,Digitando
-0.16,-0.26,0.47,Digitando
-0.16,-0.01,0.49,Digitando
-0.16,0.00,0.59,Digitando
-0.09,-0.19,0.53,Digitando
-0.09,-0.20,0.50,Digitando
-0.15,-0.17,0.42,Digitando
-0.14,-0.00,0.54,Digitando
-0.11,-0.12,0.55,Digitando
-0.12,-0.15,0.66,Digitando
-0.12,-0.21,0.52,Digitando
-0.14,-0.12,0.63,Digitando
-0.09,-0.05,0.43,Digitando
-0.11,-0.14,0.49,Digitando
-0.07,-0.22,0.63,Digitando
-0.10,-0.19,0.54,Digitando
-0.07,-0.11,0.49,Digitando
-0.08,-0.15,0.58,Digitando
-0.08,-0.15,0.64,Digitando
-0.09,-0.15,0.58,Digitando
-0.10,-0.18,0.56,Digitando
-0.11,-0.06,0.59,Digitando
-0.08,-0.16,0.51,Digitando
-0.07,-0.13,0.55,Digitando
-0.06,-0.18,0.67,Digitando
-0.07,-0.07,0.53,Digitando
-0.12,-0.14,0.64,Digitando
-0.11,-0.14,0.61,Digitando
-0.10,-0.14,0.66,Digitando
-0.11,-0.11,0.61,Digitando
-0.13,-0.17,0.56,Digitando
-0.11,-0.09,0.53,Digitando
-0.07,-0.15,0.54,Digitando
-0.06,-0.10,0.48,Digitando
0.02,-0.09,0.61,Digitando
-0.14,-0.02,0.49,Digitando
-0.11,-0.06,0.68,Digitando
-0.10,-0.12,0.65,Digitando
-0.09,-0.08,0.56,Digitando
-0.10,-0.15,0.42,Digitando
-0.07,-0.08,0.66,Digitando
-0.07,-0.11,0.57,Digitando
-0.10,-0.26,0.70,Digitando
-0.05,-0.04,0.54,Digitando
-0.11,-0.00,0.67,Digitando
-0.07,-0.08,0.50,Digitando
-0.08,-0.05,0.48,Digitando
-0.09,-0.15,0.67,Digitando
-0.14,-0.27,0.58,Digitando
-0.11,-0.18,0.64,Digitando
-0.13,-0.17,0.53,Digitando
-0.07,-0.24,0.59,Digitando
-0.06,-0.33,0.72,Digitando
-0.16,-0.05,0.53,Digitando
-0.13,-0.19,0.63,Digitando
-0.03,0.00,0.87,Digitando
-0.12,-0.12,0.62,Digitando
-0.09,-0.07,0.59,Digitando
-0.07,-0.03,0.61,Digitando
-0.10,-0.04,0.57,Digitando
-0.07,-0.09,0.57,Digitando
-0.07,-0.16,0.56,Digitando
-0.10,-0.13,0.53,Digitando
-0.11,-0.08,0.51,Digitando
-0.11,-0.02,0.59,Digitando
-0.11,-0.07,0.54,Digitando
-0.12,-0.09,0.51,Digitando
-0.14,-0.02,0.57,Digitando
-0.08,-0.16,0.63,Digitando
-0.11,-0.08,0.41,Digitando
-0.10,-0.13,0.53,Digitando
-0.09,-0.12,0.64,Digitando
-0.09,-0.15,0.54,Digitando
-0.06,-0.19,0.55,Digitando
-0.16,-0.05,0.54,Digitando
-0.07,-0.15,0.70,Digitando
-0.09,-0.10,0.59,Digitando
-0.09,-0.11,0.47,Digitando
-0.05,-0.21,0.68,Digitando
-0.09,-0.09,0.47,Digitando
-0.06,-0.10,0.51,Digitando
-0.12,-0.05,0.60,Digitando
-0.09,-0.17,0.61,Digitando
-0.07,-0.06,0.61,Digitando
-0.08,-0.20,0.64,Digitando
-0.12,-0.05,0.60,Digitando
-0.12,-0.10,0.51,Digitando
-0.15,0.01,0.46,Digitando
-0.10,-0.15,0.86,Digitando
-0.05,-0.12,0.64,Digitando
-0.09,-0.06,0.51,Digitando
-0.07,-0.09,0.58,Digitando
-0.08,-0.19,0.74,Digitando
-0.13,-0.13,0.54,Digitando
-0.12,-0.16,0.49,Digitando
-0.04,-0.28,0.64,Digitando
-0.08,-0.20,0.71,Digitando
-0.10,-0.16,0.51,Digitando
-0.11,-0.19,0.49,Digitando
-0.08,-0.21,0.54,Digitando
-0.08,-0.15,0.50,Digitando
-0.06,-0.07,0.55,Digitando
-0.06,-0.17,0.64,Digitando
-0.13,-0.40,0.54,Digitando
-0.06,-0.25,0.67,Digitando
-0.08,-0.07,0.56,Digitando
-0.10,0.14,0.61,Digitando
-0.07,0.05,0.55,Digitando
-0.09,-0.13,0.53,Digitando
-0.10,0.05,0.51,Digitando
-0.10,-0.12,0.51,Digitando
-0.11,-0.11,0.53,Digitando
-0.11,-0.11,0.57,Digitando
-0.13,-0.10,0.53,Digitando
-0.07,-0.13,0.66,Digitando
-0.16,-0.03,0.51,Digitando
-0.08,-0.09,0.58,Digitando
-0.10,-0.03,0.65,Digitando
-0.12,-0.14,0.54,Digitando
-0.09,-0.09,0.68,Digitando
-0.08,-0.09,0.59,Digitando
-0.11,-0.13,0.56,Digitando
-0.09,-0.08,0.61,Digitando
-0.08,-0.13,0.41,Digitando
-0.10,-0.20,0.43,Digitando
-0.17,0.03,0.35,Digitando
-0.09,-0.15,0.60,Digitando
-0.11,-0.22,0.56,Digitando
-0.10,-0.31,0.69,Digitando
-0.15,-0.25,0.64,Digitando
-0.09,-0.13,0.48,Digitando
-0.11,0.05,0.56,Digitando
-0.12,-0.28,0.54,Digitando
-0.09,-0.09,0.64,Digitando
-0.11,-0.17,0.55,Digitando
-0.07,-0.20,0.65,Digitando
-0.03,-0.17,0.79,Digitando
-0.08,-0.12,0.59,Digitando
-0.08,-0.18,0.59,Digitando
-0.07,-0.18,0.64,Digitando
-0.08,-0.13,0.55,Digitando
-0.06,-0.22,0.54,Digitando
-0.08,-0.22,0.63,Digitando
-0.08,-0.16,0.57,Digitando
-0.07,-0.19,0.56,Digitando
-0.09,-0.12,0.57,Digitando
-0.07,-0.11,0.53,Digitando
-0.04,-0.23,1.00,Digitando
-0.09,-0.17,0.59,Digitando
-0.06,-0.16,0.58,Digitando
-0.09,0.02,0.50,Digitando
-0.12,-0.46,0.60,Digitando
-0.07,-0.30,0.65,Digitando
-0.07,0.09,0.53,Digitando
-0.08,-0.28,0.61,Digitando
-0.10,-0.17,0.50,Digitando
-0.06,-0.27,0.51,Digitando
-0.07,-0.32,0.66,Digitando
-0.07,-0.11,0.66,Digitando
-0.09,-0.18,0.52,Digitando
-0.06,-0.30,0.64,Digitando
-0.09,-0.16,0.70,Digitando
-0.08,-0.24,0.69,Digitando
-0.09,-0.26,0.53,Digitando
-0.09,-0.22,0.53,Digitando
-0.10,-0.17,0.58,Digitando
-0.10,-0.16,0.57,Digitando
-0.11,-0.03,0.46,Digitando
-0.12,-0.26,0.43,Digitando
-0.09,-0.08,0.57,Digitando
-0.07,-0.09,0.57,Digitando
-0.12,-0.07,0.52,Digitando
-0.06,-0.17,0.58,Digitando
-0.07,-0.02,0.79,Digitando
-0.07,-0.19,0.65,Digitando
-0.13,-0.10,0.57,Digitando
-0.09,-0.26,0.51,Digitando
-0.07,-0.10,0.52,Digitando
-0.13,-0.07,0.50,Digitando
-0.11,-0.06,0.36,Digitando
-0.11,-0.03,0.51,Digitando
-0.05,-0.27,0.74,Digitando
-0.08,-0.03,0.65,Digitando
-0.08,-0.14,0.54,Digitando
-0.07,-0.19,0.66,Digitando
-0.07,-0.13,0.61,Digitando
-0.06,-0.11,0.58,Digitando
-0.06,-0.11,0.58,Digitando
-0.09,-0.10,0.60,Digitando
-0.11,-0.19,0.62,Digitando
-0.09,-0.10,0.58,Digitando
-0.11,-0.15,0.56,Digitando
-0.11,-0.19,0.58,Digitando
-0.11,-0.14,0.57,Digitando
-0.12,-0.10,0.65,Digitando
-0.10,-0.12,0.59,Digitando
-0.09,-0.10,0.51,Digitando
-0.11,-0.23,0.50,Digitando
-0.12,-0.19,0.54,Digitando
-0.04,-0.05,0.66,Digitando
-0.08,-0.02,0.54,Digitando
-0.05,-0.09,0.59,Digitando
-0.08,-0.16,0.61,Digitando
-0.06,-0.24,0.56,Digitando
-0.07,-0.15,0.60,Digitando
-0.12,-0.06,0.52,Digitando
-0.15,-0.16,0.44,Digitando
-0.09,-0.16,0.60,Digitando
-0.09,-0.00,0.50,Digitando
-0.11,-0.06,0.65,Digitando
-0.12,-0.19,0.54,Digitando
-0.11,-0.09,0.45,Digitando
0.02,-0.21,0.62,Digitando
-0.01,-0.10,0.70,Digitando
-0.07,-0.02,0.44,Digitando
-0.10,-0.04,0.51,Digitando
-0.06,-0.13,0.53,Digitando
-0.14,-0.07,0.54,Digitando
-0.11,-0.06,0.59,Digitando
-0.10,-0.08,0.54,Digitando
-0.16,0.04,0.51,Digitando
-0.11,-0.22,0.54,Digitando
-0.10,-0.04,0.48,Digitando
-0.11,-0.24,0.57,Digitando
-0.12,0.02,0.58,Digitando
-0.08,-0.21,0.51,Digitando
-0.07,-0.10,0.49,Digitando
-0.11,-0.22,0.60,Digitando
-0.10,-0.17,0.53,Digitando
-0.10,-0.19,0.55,Digitando
-0.06,-0.04,0.60,Digitando
-0.11,-0.21,0.58,Digitando
-0.03,-0.44,0.80,Digitando
-0.05,-0.18,0.69,Digitando
-0.06,-0.07,0.52,Digitando
-0.07,-0.14,0.50,Digitando
-0.08,-0.29,0.59,Digitando
-0.07,-0.14,0.63,Digitando
-0.05,-0.21,0.62,Digitando
-0.08,-0.15,0.65,Digitando
-0.10,-0.11,0.53,Digitando
-0.06,-0.51,0.75,Digitando
-0.04,-0.18,0.47,Digitando
-0.04,-0.21,0.65,Digitando
-0.09,-0.13,0.49,Digitando
-0.09,-0.23,0.63,Digitando
-0.07,-0.17,0.55,Digitando
-0.07,-0.17,0.57,Digitando
-0.07,-0.11,0.50,Digitando
-0.08,-0.32,0.58,Digitando
-0.08,-0.19,0.43,Digitando
-0.09,-0.16,0.49,Digitando
-0.10,-0.14,0.49,Digitando
-0.04,0.01,0.42,Digitando
-0.15,-0.22,0.57,Digitando
-0.11,-0.20,0.57,Digitando
-0.06,-0.18,0.55,Digitando
-0.07,-0.15,0.58,Digitando
-0.07,-0.08,0.61,Digitando
-0.07,-0.09,0.64,Digitando
-0.09,0.01,0.55,Digitando
-0.09,-0.07,0.52,Digitando
-0.09,-0.09,0.48,Digitando
-0.09,-0.10,0.56,Digitando
-0.08,-0.16,0.60,Digitando
-0.06,-0.18,0.57,Digitando
-0.13,-0.30,0.50,Digitando
-0.08,-0.17,0.60,Digitando
-0.12,-0.26,0.45,Digitando
-0.09,-0.18,0.52,Digitando
-0.10,-0.30,0.48,Digitando
-0.09,0.09,0.61,Digitando
-0.07,-0.22,0.46,Digitando
-0.02,-0.24,0.72,Digitando
-0.08,-0.16,0.54,Digitando
-0.11,-0.22,0.50,Digitando
-0.12,-0.33,0.61,Digitando
-0.02,-0.19,0.56,Digitando
-0.16,0.06,0.76,Digitando
-0.02,-0.15,0.69,Digitando
-0.09,-0.14,0.53,Digitando
-0.16,-0.17,0.41,Digitando
-0.03,-0.24,0.64,Digitando
-0.06,-0.24,0.57,Digitando
-0.12,0.01,0.46,Digitando
-0.03,0.06,0.61,Digitando
-0.07,-0.16,0.28,Digitando
-0.11,-0.04,0.35,Digitando
-0.04,-0.13,0.38,Digitando
-0.10,-0.19,0.50,Digitando
-0.05,-0.12,0.65,Digitando
-0.09,-0.09,0.54,Digitando
-0.05,-0.05,0.78,Digitando
-0.17,-0.03,0.45,Digitando
-0.02,-0.22,0.40,Digitando
-0.05,-0.05,0.45,Digitando
-0.09,-0.42,0.43,Digitando
-0.08,-0.10,0.49,Digitando
-0.08,-0.22,0.55,Digitando
-0.11,-0.05,0.67,Digitando
-0.10,-0.06,0.51,Digitando
-0.10,-0.22,0.37,Digitando
-0.07,-0.23,0.47,Digitando
-0.08,-0.07,0.44,Digitando
-0.04,-0.18,0.58,Digitando
-0.06,-0.05,0.54,Digitando
-0.01,-0.16,0.86,Digitando
-0.10,-0.05,0.53,Digitando
-0.10,-0.16,0.54,Digitando
-0.10,-0.15,0.51,Digitando
-0.04,-0.15,0.63,Digitando
-0.04,-0.15,0.51,Digitando
-0.10,-0.07,0.65,Digitando
-0.12,0.03,0.55,Digitando
-0.05,-0.07,0.52,Digitando
0.04,-0.19,0.99,Digitando
-0.14,0.06,0.60,Digitando
-0.12,-0.24,0.64,Digitando
-0.09,-0.06,0.61,Digitando
-0.06,-0.18,0.63,Digitando
-0.11,-0.06,0.58,Digitando
-0.07,-0.14,0.58,Digitando
-0.12,-0.13,0.51,Digitando
-0.17,0.16,0.69,Digitando
-0.08,-0.23,0.80,Digitando
-0.03,-0.01,0.68,Digitando
-0.07,0.01,0.44,Digitando
-0.07,-0.13,0.52,Digitando
-0.09,-0.14,0.60,Digitando
-0.08,-0.12,0.57,Digitando
-0.10,-0.06,0.61,Digitando
-0.10,-0.09,0.57,Digitando
-0.07,-0.16,0.57,Digitando
-0.09,-0.08,0.50,Digitando
-0.07,-0.17,0.54,Digitando
-0.09,-0.12,0.57,Digitando
-0.07,-0.10,0.50,Digitando
-0.13,-0.15,0.44,Digitando
-0.08,-0.27,0.56,Digitando
-0.07,-0.02,0.41,Digitando
-0.06,-0.11,0.57,Digitando
-0.11,-0.16,0.60,Digitando
-0.10,-0.12,0.43,Digitando
-0.13,-0.05,0.35,Digitando
-0.08,-0.11,0.66,Digitando
-0.08,-0.07,0.58,Digitando
-0.06,-0.16,0.65,Digitando
-0.05,-0.24,0.63,Digitando
-0.07,-0.25,0.58,Digitando
-0.06,-0.29,0.45,Digitando
-0.09,-0.24,0.58,Digitando
-0.10,-0.12,0.57,Digitando
-0.07,-0.07,0.54,Digitando
-0.06,-0.04,0.57,Digitando
-0.09,0.03,0.60,Digitando
-0.06,-0.20,0.57,Digitando
-0.05,-0.06,0.50,Digitando
-0.11,-0.13,0.50,Digitando
-0.07,-0.11,0.52,Digitando
-0.11,-0.09,0.44,Digitando
-0.10,-0.03,0.49,Digitando
-0.08,-0.20,0.59,Digitando
-0.08,-0.14,0.55,Digitando
-0.09,-0.10,0.57,Digitando
-0.10,-0.11,0.51,Digitando
-0.06,-0.10,0.36,Digitando
-0.09,0.04,0.51,Digitando
-0.08,-0.18,0.50,Digitando
-0.06,-0.19,0.56,Digitando
-0.07,-0.29,0.82,Digitando
-0.05,-0.18,0.64,Digitando
-0.04,-0.23,0.83,Digitando
-0.09,-0.28,0.61,Digitando
-0.09,-0.13,0.53,Digitando
-0.05,-0.06,0.71,Digitando
-0.06,-0.10,0.51,Digitando
-0.06,-0.16,0.41,Digitando
-0.10,-0.35,0.42,Digitando
-0.09,-0.23,0.48,Digitando
-0.07,-0.06,0.73,Digitando
-0.05,-0.07,0.59,Digitando
-0.08,-0.03,0.33,Digitando
-0.10,-0.10,0.59,Digitando
-0.07,-0.12,0.51,Digitando
-0.00,-0.24,0.78,Digitando
-0.08,-0.09,0.63,Digitando
-0.10,-0.22,0.74,Digitando
-0.09,-0.16,0.58,Digitando
-0.08,-0.19,0.52,Digitando
-0.10,-0.17,0.65,Digitando
-0.08,-0.24,0.60,Digitando
-0.08,-0.29,0.68,Digitando
-0.06,-0.30,0.50,Digitando
-0.06,-0.22,0.53,Digitando
-0.11,-0.19,0.61,Digitando
0.02,-0.29,0.97,Digitando
-0.06,-0.08,0.59,Digitando
-0.11,-0.07,0.49,Digitando
-0.09,-0.26,0.74,Digitando
-0.03,-0.26,0.54,Digitando
-0.02,-0.40,0.53,Digitando
-0.10,-0.11,0.37,Digitando
-0.08,-0.26,0.47,Digitando
-0.06,-0.13,0.74,Digitando
-0.12,-0.28,0.83,Digitando
-0.07,-0.18,0.52,Digitando
-0.08,-0.18,0.65,Digitando
-0.13,-0.05,0.63,Digitando
-0.04,-0.09,0.70,Digitando
-0.10,-0.15,0.49,Digitando
-0.15,0.13,0.61,Digitando
-0.05,-0.22,0.65,Digitando
-0.12,-0.24,0.62,Digitando
-0.09,-0.06,0.69,Digitando
-0.08,-0.21,0.62,Digitando
-0.11,-0.31,0.39,Digitando
-0.12,-0.08,0.48,Digitando
-0.08,-0.12,0.60,Digitando
-0.06,-0.16,0.50,Digitando
-0.14,-0.23,0.51,Digitando
-0.10,-0.14,0.49,Digitando
-0.09,-0.10,0.54,Digitando
-0.07,-0.11,0.56,Digitando
-0.11,-0.17,0.60,Digitando
-0.12,-0.13,0.63,Digitando
-0.09,-0.11,0.52,Digitando
-0.02,-0.17,0.68,Digitando
-0.04,-0.31,0.72,Digitando
-0.04,-0.11,0.55,Digitando
-0.03,-0.19,0.68,Digitando
-0.10,-0.10,0.51,Digitando
-0.10,-0.02,0.59,Digitando
-0.10,-0.14,0.58,Digitando
-0.09,-0.04,0.46,Digitando
-0.08,-0.17,0.58,Digitando
-0.14,-0.27,0.60,Digitando
-0.07,-0.29,0.59,Digitando
-0.09,-0.17,0.44,Digitando
-0.02,-0.21,0.78,Digitando
-0.08,-0.08,0.68,Digitando
-0.11,-0.33,0.57,Digitando
-0.04,-0.35,0.58,Digitando
-0.08,-0.13,0.51,Digitando
-0.07,-0.11,0.53,Digitando
-0.06,-0.09,0.70,Digitando
-0.00,-0.23,0.71,Digitando
-0.09,-0.02,0.59,Digitando
-0.05,-0.08,0.46,Digitando
-0.11,-0.15,0.55,Digitando
-0.06,-0.07,0.52,Digitando
-0.08,-0.22,0.58,Digitando
-0.01,-0.24,0.55,Digitando
-0.07,-0.28,0.50,Digitando
-0.10,-0.28,0.50,Digitando
-0.12,0.02,0.58,Digitando
-0.07,-0.23,0.62,Digitando
-0.11,-0.19,0.59,Digitando
-0.08,-0.20,0.58,Digitando
-0.08,-0.15,0.74,Digitando
-0.10,-0.07,0.51,Digitando
-0.07,-0.24,0.62,Digitando
-0.07,-0.19,0.54,Digitando
-0.09,-0.17,0.56,Digitando
-0.00,-0.13,0.76,Digitando
-0.04,-0.29,0.66,Digitando
-0.04,-0.13,0.54,Digitando
-0.03,-0.20,0.62,Digitando
-0.06,-0.23,0.59,Digitando
-0.09,-0.15,0.56,Digitando
-0.09,-0.07,0.43,Digitando
-0.08,-0.07,0.48,Digitando
-0.06,-0.22,0.75,Digitando
-0.07,-0.12,0.45,Digitando
-0.07,-0.07,0.26,Digitando
-0.06,-0.16,0.66,Digitando
-0.07,-0.18,0.55,Digitando
-0.06,-0.24,0.58,Digitando
-0.09,-0.11,0.52,Digitando
-0.09,-0.24,0.61,Digitando
-0.11,-0.14,0.51,Digitando
-0.10,-0.21,0.54,Digitando
-0.08,-0.13,0.48,Digitando
-0.03,-0.21,0.73,Digitando
-0.08,-0.04,0.51,Digitando
-0.07,0.12,0.31,Digitando
-0.11,-0.06,0.59,Digitando
-0.06,-0.11,0.54,Digitando
-0.11,-0.10,0.36,Digitando
-0.07,-0.14,0.82,Digitando
-0.07,-0.03,0.62,Digitando
-0.10,-0.20,0.49,Digitando
-0.07,-0.21,0.59,Digitando
-0.11,-0.27,0.48,Digitando
-0.05,-0.28,0.77,Digitando
-0.07,-0.08,0.57,Digitando
-0.07,-0.12,0.56,Digitando
-0.09,0.06,0.52,Digitando
-0.06,-0.11,0.56,Digitando
-0.05,-0.18,0.68,Digitando
-0.08,-0.14,0.55,Digitando
-0.10,-0.13,0.43,Digitando
-0.08,-0.09,0.53,Digitando
-0.07,-0.11,0.47,Digitando
-0.09,-0.13,0.57,Digitando
-0.10,-0.05,0.48,Digitando
-0.07,-0.21,0.62,Digitando
-0.10,-0.21,0.56,Digitando
-0.08,-0.14,0.45,Digitando
-0.05,-0.20,0.65,Digitando
-0.06,-0.16,0.70,Digitando
-0.06,-0.22,0.59,Digitando
0.00,-0.22,0.99,Digitando
-0.04,-0.32,0.73,Digitando
-0.07,-0.14,0.58,Digitando
-0.07,-0.14,0.61,Digitando
-0.07,-0.19,0.61,Digitando
-0.08,-0.23,0.63,Digitando
-0.03,-0.19,0.73,Digitando
-0.08,-0.28,0.51,Digitando
-0.05,-0.21,0.57,Digitando
-0.11,-0.27,0.59,Digitando
-0.11,-0.09,0.56,Digitando
-0.05,-0.35,0.84,Digitando
-0.04,-0.21,0.54,Digitando
-0.06,-0.21,0.60,Digitando
-0.05,-0.18,0.69,Digitando
-0.14,-0.05,0.57,Digitando
-0.05,-0.23,0.55,Digitando
-0.06,-0.26,0.59,Digitando
-0.04,-0.23,0.58,Digitando
-0.11,-0.17,0.47,Digitando
-0.06,-0.15,0.44,Digitando
-0.07,-0.17,0.64,Digitando
-0.13,-0.26,0.62,Digitando
-0.03,-0.24,0.50,Digitando
-0.03,-0.30,0.58,Digitando
-0.13,-0.14,0.43,Digitando
-0.11,0.05,0.98,Digitando
-0.05,-0.06,0.73,Digitando
-0.18,-0.16,0.51,Digitando
-0.07,-0.16,0.60,Digitando
-0.04,-0.17,0.50,Digitando
-0.09,-0.21,0.51,Digitando
-0.08,-0.17,0.61,Digitando
-0.07,-0.33,0.63,Digitando
-0.09,-0.24,0.57,Digitando
-0.10,-0.11,0.53,Digitando
-0.08,-0.20,0.52,Digitando
-0.11,-0.29,0.45,Digitando
-0.09,-0.19,0.61,Digitando
-0.11,-0.17,0.65,Digitando
-0.13,0.01,0.48,Digitando
-0.06,-0.06,0.59,Digitando
-0.10,-0.07,0.45,Digitando
-0.07,-0.15,0.63,Digitando
-0.10,-0.01,0.42,Digitando
-0.08,-0.12,0.61,Digitando
-0.12,-0.16,0.55,Digitando
-0.05,-0.13,0.75,Digitando
-0.04,-0.16,0.74,Digitando
-0.07,-0.10,0.40,Digitando
-0.09,-0.13,0.44,Digitando
-0.07,-0.12,0.56,Digitando
-0.12,-0.21,0.51,Digitando
-0.06,-0.16,0.53,Digitando
-0.07,-0.15,0.58,Digitando
-0.08,-0.10,0.58,Digitando
-0.08,-0.13,0.55,Digitando
-0.07,-0.12,0.57,Digitando
-0.09,-0.13,0.57,Digitando
-0.09,-0.21,0.59,Digitando
-0.06,-0.21,0.56,Digitando
-0.06,-0.25,0.51,Digitando
-0.04,-0.08,0.70,Digitando
-0.13,-0.13,0.69,Digitando
-0.01,-0.14,0.60,Digitando
-0.10,-0.13,0.51,Digitando
-0.08,-0.18,0.51,Digitando
-0.06,-0.06,0.44,Digitando
-0.04,-0.23,0.57,Digitando
-0.04,-0.17,0.53,Digitando
-0.07,-0.12,0.60,Digitando
-0.09,-0.15,0.64,Digitando
-0.04,-0.11,0.53,Digitando
-0.06,-0.06,0.59,Digitando
-0.08,-0.19,0.53,Digitando
-0.06,-0.18,0.60,Digitando
-0.10,-0.08,0.55,Digitando
-0.08,-0.17,0.40,Digitando
-0.08,-0.08,0.62,Digitando
-0.08,-0.06,0.63,Digitando
-0.10,-0.07,0.51,Digitando
-0.06,-0.04,0.60,Digitando
-0.08,-0.11,0.58,Digitando
-0.06,-0.04,0.60,Digitando
-0.06,-0.14,0.61,Digitando
-0.07,-0.06,0.33,Digitando
-0.03,-0.18,0.77,Digitando
-0.07,-0.11,0.66,Digitando
-0.10,-0.16,0.57,Digitando
-0.09,-0.16,0.61,Digitando
-0.11,-0.23,0.66,Digitando
-0.09,-0.10,0.56,Digitando
-0.06,-0.16,0.68,Digitando
-0.11,-0.04,0.66,Digitando
-0.06,-0.12,0.58,Digitando
-0.11,-0.15,0.64,Digitando
-0.06,-0.12,0.59,Digitando
-0.10,-0.06,0.57,Digitando
-0.10,-0.04,0.57,Digitando
-0.07,-0.10,0.62,Digitando
-0.08,-0.08,0.59,Digitando
-0.07,-0.13,0.54,Digitando
-0.09,-0.19,0.56,Digitando
-0.09,-0.16,0.55,Digitando
-0.09,-0.09,0.56,Digitando
-0.07,-0.21,0.48,Digitando
-0.07,-0.08,0.56,Digitando
-0.08,-0.13,0.51,Digitando
-0.05,-0.07,0.57,Digitando
-0.07,-0.13,0.58,Digitando
-0.06,-0.04,0.58,Digitando
-0.07,-0.03,0.57,Digitando
-0.07,-0.07,0.57,Digitando
-0.10,-0.18,0.44,Digitando
-0.09,-0.13,0.75,Digitando
-0.13,0.02,0.57,Digitando
-0.08,0.07,0.52,Digitando
-0.09,-0.08,0.48,Digitando
-0.06,-0.28,0.68,Digitando
-0.02,-0.19,0.91,Digitando
-0.08,-0.20,0.51,Digitando
-0.10,-0.20,0.51,Digitando
-0.06,-0.15,0.55,Digitando
-0.07,-0.16,0.60,Digitando
-0.07,-0.16,0.55,Digitando
-0.05,-0.15,0.54,Digitando
-0.08,-0.10,0.54,Digitando
-0.10,-0.08,0.53,Digitando
-0.06,-0.23,0.61,Digitando
-0.06,-0.15,0.58,Digitando
-0.10,-0.07,0.49,Digitando
-0.06,-0.16,0.62,Digitando
-0.06,-0.10,0.52,Digitando
-0.07,-0.22,0.57,Digitando
-0.07,-0.15,0.47,Digitando
-0.08,-0.06,0.48,Digitando
-0.09,-0.11,0.51,Digitando
-0.08,-0.08,0.68,Digitando
-0.07,-0.12,0.35,Digitando
-0.09,-0.15,0.46,Digitando
-0.08,-0.09,0.58,Digitando
-0.06,-0.23,0.65,Digitando
-0.10,0.11,0.66,Digitando
-0.11,-0.23,0.64,Digitando
-0.08,-0.27,0.52,Digitando
-0.10,-0.14,0.63,Digitando
-0.08,0.26,0.63,Digitando
-0.04,-0.31,0.65,Digitando
-0.05,-0.11,0.60,Digitando
-0.01,0.09,0.87,Digitando
-0.11,-0.30,0.32,Digitando
-0.07,-0.05,0.53,Digitando
-0.15,-0.08,0.56,Digitando
-0.06,-0.09,0.36,Digitando
-0.06,-0.04,0.47,Digitando
-0.10,-0.12,0.46,Digitando
-0.05,-0.19,0.64,Digitando
-0.07,-0.21,0.42,Digitando
-0.09,-0.19,0.30,Digitando
-0.07,-0.25,0.47,Digitando
-0.09,0.03,0.48,Digitando
-0.09,-0.07,0.56,Digitando
-0.04,-0.16,0.69,Digitando
-0.02,-0.49,0.89,Digitando
